Rotation,ABMI Site,Year,Field Date,Field Crew Member(s),Identification Date,Identification Analyst,Coarse Group,Coarse Group Count,Proportion of Marchant Box Cells Counted
Rotation 1,1486,2011,8-Jul-11,COC,19-Aug-11,JKE,Hirudinea,2,4
Rotation 1,1486,2011,8-Jul-11,COC,19-Aug-11,JKE,Hydrachnida,3,4
Rotation 1,1486,2011,8-Jul-11,COC,19-Aug-11,JKE,Isopoda,0,4
Rotation 1,1486,2011,8-Jul-11,COC,19-Aug-11,JKE,Lepidoptera,0,4
Rotation 1,1486,2011,8-Jul-11,COC,19-Aug-11,JKE,Megaloptera,0,4
Rotation 1,1486,2011,8-Jul-11,COC,19-Aug-11,JKE,Oligochaeta,6,4
Rotation 1,1486,2011,8-Jul-11,COC,19-Aug-11,JKE,Other Diptera,0,4
Rotation 1,1486,2011,8-Jul-11,COC,19-Aug-11,JKE,Other,0,4
Rotation 1,1486,2011,8-Jul-11,COC,19-Aug-11,JKE,Pelecypoda,0,4
Rotation 1,1486,2011,8-Jul-11,COC,19-Aug-11,JKE,Plecoptera,0,4
Rotation 1,1486,2011,8-Jul-11,COC,19-Aug-11,JKE,Simulidae,0,4
Rotation 1,1486,2011,8-Jul-11,COC,19-Aug-11,JKE,Tabanidae,0,4
Rotation 1,1486,2011,8-Jul-11,COC,19-Aug-11,JKE,Tipulidae,0,4
Rotation 1,1486,2011,8-Jul-11,COC,19-Aug-11,JKE,Trichoptera,0,4
Rotation 1,1486,2011,8-Jul-11,COC,19-Aug-11,JKE,Zygoptera,109,4
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Amphipoda,5,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Anisoptera,0,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Ceratopogonidae,0,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Chaoboridae,4,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Chironomidae,96,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Coleoptera (adults),2,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Coleoptera (larvae),19,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Culicidae,0,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Decapoda,0,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Ephemeroptera,41,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Gastropoda,131,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Hemiptera,9,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Hirudinea,4,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Hydrachnida,0,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Isopoda,0,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Lepidoptera,0,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Megaloptera,0,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Oligochaeta,3,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Other Diptera,0,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Other,0,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Pelecypoda,1,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Plecoptera,0,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Simulidae,0,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Tabanidae,0,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Tipulidae,0,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Trichoptera,0,27
Rotation 1,1559,2011,23-Jun-11,JSM,19-Aug-11,SLA,Zygoptera,15,27
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Amphipoda,337,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Anisoptera,0,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Ceratopogonidae,0,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Chaoboridae,0,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Chironomidae,7,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Coleoptera (adults),1,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Coleoptera (larvae),10,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Culicidae,0,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Decapoda,0,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Ephemeroptera,0,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Gastropoda,5,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Hemiptera,1,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Hirudinea,1,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Hydrachnida,2,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Isopoda,0,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Lepidoptera,0,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Megaloptera,0,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Oligochaeta,1,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Other Diptera,0,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Other,0,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Pelecypoda,0,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Plecoptera,0,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Simulidae,0,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Tabanidae,0,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Tipulidae,0,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Trichoptera,0,14
Rotation 1,1560,2011,25-Jun-11,KBE,19-Aug-11,EGR,Zygoptera,0,14
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Amphipoda,136,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Anisoptera,0,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Ceratopogonidae,0,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Chaoboridae,0,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Chironomidae,14,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Coleoptera (adults),20,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Coleoptera (larvae),150,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Culicidae,0,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Decapoda,0,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Ephemeroptera,21,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Gastropoda,176,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Hemiptera,53,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Hirudinea,0,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Hydrachnida,26,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Isopoda,0,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Lepidoptera,0,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Megaloptera,0,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Oligochaeta,41,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Other Diptera,0,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Other,0,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Pelecypoda,1,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Plecoptera,0,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Simulidae,0,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Tabanidae,0,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Tipulidae,0,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Trichoptera,10,100
Rotation 1,1561,2011,24-Jun-11,KBE,19-Aug-11,JYI,Zygoptera,9,100
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Amphipoda,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Anisoptera,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Ceratopogonidae,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Chaoboridae,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Chironomidae,42,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Coleoptera (adults),0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Coleoptera (larvae),2,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Culicidae,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Decapoda,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Ephemeroptera,2,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Gastropoda,47,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Hemiptera,3,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Hirudinea,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Hydrachnida,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Isopoda,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Lepidoptera,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Megaloptera,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Oligochaeta,280,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Other Diptera,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Other,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Pelecypoda,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Plecoptera,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Simulidae,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Tabanidae,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Tipulidae,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Trichoptera,0,7
Rotation 1,1573,2011,25-Jun-11,CHU,19-Aug-11,KBE,Zygoptera,0,7
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Amphipoda,6,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Anisoptera,0,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Ceratopogonidae,0,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Chaoboridae,9,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Chironomidae,51,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Coleoptera (adults),1,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Coleoptera (larvae),15,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Culicidae,0,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Decapoda,0,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Ephemeroptera,6,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Gastropoda,136,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Hemiptera,64,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Hirudinea,2,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Hydrachnida,34,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Isopoda,0,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Lepidoptera,0,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Megaloptera,0,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Oligochaeta,92,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Other Diptera,0,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Other,0,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Pelecypoda,0,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Plecoptera,0,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Simulidae,0,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Tabanidae,0,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Tipulidae,0,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Trichoptera,0,100
Rotation 1,1576,2011,26-Jun-11,KBE,19-Aug-11,ADO,Zygoptera,2,100
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Amphipoda,336,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Anisoptera,0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Ceratopogonidae,3,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Chaoboridae,0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Chironomidae,20,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Coleoptera (adults),0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Coleoptera (larvae),2,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Culicidae,0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Decapoda,0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Ephemeroptera,0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Gastropoda,0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Hemiptera,0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Hirudinea,1,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Hydrachnida,11,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Isopoda,0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Lepidoptera,0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Megaloptera,0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Oligochaeta,2,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Other Diptera,0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Other,0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Pelecypoda,0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Plecoptera,0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Simulidae,0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Tabanidae,0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Tipulidae,0,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Trichoptera,2,7
Rotation 1,1577,2011,6-Jul-11,COC,19-Aug-11,CHU,Zygoptera,4,7
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Amphipoda,353,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Anisoptera,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Ceratopogonidae,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Chaoboridae,4,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Chironomidae,3,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Coleoptera (adults),0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Coleoptera (larvae),0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Culicidae,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Decapoda,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Ephemeroptera,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Gastropoda,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Hemiptera,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Hirudinea,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Hydrachnida,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Isopoda,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Lepidoptera,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Megaloptera,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Oligochaeta,1,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Other Diptera,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Other,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Pelecypoda,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Plecoptera,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Simulidae,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Tabanidae,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Tipulidae,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Trichoptera,0,28
Rotation 1,1578,2011,24-Jun-11,JSM,19-Aug-11,COC,Zygoptera,0,28
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Amphipoda,58,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Anisoptera,0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Ceratopogonidae,0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Chaoboridae,0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Chironomidae,60,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Coleoptera (adults),0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Coleoptera (larvae),1,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Culicidae,0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Decapoda,0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Ephemeroptera,0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Gastropoda,60,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Hemiptera,4,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Hirudinea,0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Hydrachnida,5,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Isopoda,0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Lepidoptera,0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Megaloptera,0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Oligochaeta,146,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Other Diptera,0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Other,0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Pelecypoda,5,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Plecoptera,0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Simulidae,0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Tabanidae,0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Tipulidae,0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Trichoptera,0,7
Rotation 1,1593,2011,25-Jun-11,JSM,19-Aug-11,JSM,Zygoptera,0,7
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Amphipoda,36,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Anisoptera,0,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Ceratopogonidae,0,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Chaoboridae,1,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Chironomidae,70,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Coleoptera (adults),1,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Coleoptera (larvae),2,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Culicidae,0,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Decapoda,0,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Ephemeroptera,1,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Gastropoda,0,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Hemiptera,4,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Hirudinea,0,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Hydrachnida,1,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Isopoda,0,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Lepidoptera,0,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Megaloptera,0,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Oligochaeta,93,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Other Diptera,0,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Other,0,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Pelecypoda,0,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Plecoptera,0,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Simulidae,0,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Tabanidae,0,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Tipulidae,0,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Trichoptera,0,6
Rotation 1,1594,2011,26-Jun-11,JSM,19-Aug-11,ADO,Zygoptera,2,6
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Amphipoda,351,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Anisoptera,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Ceratopogonidae,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Chaoboridae,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Chironomidae,100,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Coleoptera (adults),0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Coleoptera (larvae),5,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Culicidae,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Decapoda,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Ephemeroptera,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Gastropoda,46,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Hemiptera,49,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Hirudinea,2,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Hydrachnida,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Isopoda,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Lepidoptera,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Megaloptera,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Oligochaeta,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Other Diptera,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Other,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Pelecypoda,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Plecoptera,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Simulidae,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Tabanidae,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Tipulidae,0,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Trichoptera,5,100
Rotation 1,1595,2011,23-Jun-11,KBE,19-Aug-11,CHU,Zygoptera,6,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Amphipoda,30,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Anisoptera,0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Ceratopogonidae,0,100
Rotation 1,1605,2011,14-Jun-11,ADO,22-Aug-11,KBE,Chaoboridae,0,100
